region_id,region_name,state_name,cbsa_code,cbsa_title,match_score,match_method,needs_review
394881,"Moscow, ID",ID,34140,"Moscow, ID",100,city+state_fuzzy,False
395203,"Warren, PA",PA,47620,"Warren, PA",100,city+state_fuzzy,False
394315,"Alexandria, MN",MN,10820,"Alexandria, MN",100,city+state_fuzzy,False
394617,"Fremont, NE",NE,23340,"Fremont, NE",100,city+state_fuzzy,False
395137,"Sulphur Springs, TX",TX,44860,"Sulphur Springs, TX",100,city+state_fuzzy,False
394920,"North Platte, NE",NE,35820,"North Platte, NE",100,city+state_fuzzy,False
394533,"Dickinson, ND",ND,19860,"Dickinson, ND",100,city+state_fuzzy,False
394613,"Frankfort, IN",IN,23140,"Frankfort, IN",100,city+state_fuzzy,False
394356,"Bainbridge, GA",GA,12460,"Bainbridge, GA",100,city+state_fuzzy,False
394791,"Lexington, NE",NE,30420,"Lexington, NE",100,city+state_fuzzy,False
395214,"Wauchula, FL",FL,,,47,unmatched,True
394529,"Deming, NM",NM,19700,"Deming, NM",100,city+state_fuzzy,False
394687,"Hood River, OR",OR,26220,"Hood River, OR",100,city+state_fuzzy,False
394847,"Meadville, PA",PA,32740,"Meadville, PA",100,city+state_fuzzy,False
395042,"Russellville, AR",AR,40780,"Russellville, AR",100,city+state_fuzzy,False
394586,"Faribault, MN",MN,22060,"Faribault-Northfield, MN",100,city+state_fuzzy,False
394629,"Georgetown, SC",SC,,,50,unmatched,True
395199,"Walla Walla, WA",WA,47460,"Walla Walla, WA",100,city+state_fuzzy,False
394693,"Hudson, NY",NY,26460,"Hudson, NY",100,city+state_fuzzy,False
395124,"Starkville, MS",MS,44260,"Starkville, MS",100,city+state_fuzzy,False
394861,"Milledgeville, GA",GA,33300,"Milledgeville, GA",100,city+state_fuzzy,False
394326,"Amsterdam, NY",NY,11220,"Amsterdam, NY",100,city+state_fuzzy,False
394903,"Natchez, MS",LA,35020,"Natchez, MS-LA",100,city+state_fuzzy,False
753865,"Bardstown, KY",KY,,,50,unmatched,True
395201,"Wapakoneta, OH",OH,47540,"Wapakoneta, OH",100,city+state_fuzzy,False
394545,"Duncan, OK",OK,20340,"Duncan, OK",100,city+state_fuzzy,False
395082,"Selinsgrove, PA",PA,42780,"Selinsgrove, PA",100,city+state_fuzzy,False
394560,"El Dorado, AR",AR,20980,"El Dorado, AR",100,city+state_fuzzy,False
394382,"Bennington, VT",VT,13540,"Bennington, VT",100,city+state_fuzzy,False
394331,"Angola, IN",IN,11420,"Angola, IN",100,city+state_fuzzy,False
395176,"Union City, TN",TN,46460,"Union City, TN",100,city+state_fuzzy,False
753912,"Pinehurst, NC",NC,38240,"Pinehurst-Southern Pines, NC",100,city+state_fuzzy,False
395190,"Victoria, TX",TX,47020,"Victoria, TX",100,city+state_fuzzy,False
394568,"Elmira, NY",NY,21300,"Elmira, NY",100,city+state_fuzzy,False
394744,"Key West, FL",FL,28580,"Key West-Key Largo, FL",100,city+state_fuzzy,False
395205,"Warsaw, IN",IN,47700,"Warsaw, IN",100,city+state_fuzzy,False
753881,"Glenwood Springs, CO",CO,,,68,unmatched,True
394350,"Auburn, NY",NY,12180,"Auburn, NY",100,city+state_fuzzy,False
394516,"Danville, IL",IL,19180,"Danville, IL",100,city+state_fuzzy,False
394736,"Kapaa, HI",HI,28180,"Kapaa, HI",100,city+state_fuzzy,False
394305,"Alamogordo, NM",NM,10460,"Alamogordo, NM",100,city+state_fuzzy,False
394587,"Farmington, MO",MO,22100,"Farmington, MO",100,city+state_fuzzy,False
394885,"Mount Pleasant, MI",MI,34380,"Mount Pleasant, MI",100,city+state_fuzzy,False
394309,"Albemarle, NC",NC,10620,"Albemarle, NC",100,city+state_fuzzy,False
395136,"Sturgis, MI",MI,44780,"Sturgis, MI",100,city+state_fuzzy,False
394365,"Batavia, NY",NY,12860,"Batavia, NY",100,city+state_fuzzy,False
394444,"Carson City, NV",NV,16180,"Carson City, NV",100,city+state_fuzzy,False
394339,"Ashland, OH",OH,11740,"Ashland, OH",100,city+state_fuzzy,False
394933,"Oil City, PA",PA,36340,"Oil City, PA",100,city+state_fuzzy,False
394527,"Del Rio, TX",TX,19620,"Del Rio, TX",100,city+state_fuzzy,False
394739,"Kendallville, IN",IN,28340,"Kendallville, IN",100,city+state_fuzzy,False
394987,"Plymouth, IN",IN,38500,"Plymouth, IN",100,city+state_fuzzy,False
394482,"Coldwater, MI",MI,17740,"Coldwater, MI",100,city+state_fuzzy,False
394779,"Lawrenceburg, TN",TN,29980,"Lawrenceburg, TN",100,city+state_fuzzy,False
394891,"Mountain Home, AR",AR,34260,"Mountain Home, AR",100,city+state_fuzzy,False
394574,"Espa-¦ola, NM",NM,21580,"Española, NM",100,city+state_fuzzy,False
394840,"Mayfield, KY",KY,32460,"Mayfield, KY",100,city+state_fuzzy,False
394370,"Bay City, TX",TX,13060,"Bay City, TX",100,city+state_fuzzy,False
395187,"Vernal, UT",UT,46860,"Vernal, UT",100,city+state_fuzzy,False
394385,"Big Spring, TX",TX,13700,"Big Spring, TX",100,city+state_fuzzy,False
395149,"Taos, NM",NM,45340,"Taos, NM",100,city+state_fuzzy,False
394324,"Americus, GA",GA,11140,"Americus, GA",100,city+state_fuzzy,False
394835,"Martin, TN",TN,32280,"Martin, TN",100,city+state_fuzzy,False
753871,"Breckenridge, CO",CO,14720,"Breckenridge, CO",100,city+state_fuzzy,False
394606,"Fort Morgan, CO",CO,22820,"Fort Morgan, CO",100,city+state_fuzzy,False
395086,"Sevierville, TN",TN,42940,"Sevierville, TN",100,city+state_fuzzy,False
394928,"Ocean City, NJ",NJ,,,57,unmatched,True
394452,"Centralia, WA",WA,16500,"Centralia, WA",100,city+state_fuzzy,False
395062,"Sandusky, OH",OH,41780,"Sandusky, OH",100,city+state_fuzzy,False
394614,"Frankfort, KY",KY,23180,"Frankfort, KY",100,city+state_fuzzy,False
753928,"Wisconsin Rapids, WI",WI,49220,"Wisconsin Rapids-Marshfield, WI",100,city+state_fuzzy,False
395027,"Roanoke Rapids, NC",NC,40260,"Roanoke Rapids, NC",100,city+state_fuzzy,False
394836,"Martinsville, VA",VA,32300,"Martinsville, VA",100,city+state_fuzzy,False
394343,"Athens, OH",OH,11900,"Athens, OH",100,city+state_fuzzy,False
394631,"Gillette, WY",WY,23940,"Gillette, WY",100,city+state_fuzzy,False
394509,"Crossville, TN",TN,18900,"Crossville, TN",100,city+state_fuzzy,False
394940,"Ontario, OR",OR,36620,"Ontario, OR-ID",100,city+state_fuzzy,False
395157,"Tiffin, OH",OH,45660,"Tiffin, OH",100,city+state_fuzzy,False
394566,"Elko, NV",NV,21220,"Elko, NV",100,city+state_fuzzy,False
394344,"Athens, TN",TN,11940,"Athens, TN",100,city+state_fuzzy,False
753905,"Newport, OR",OR,35440,"Newport, OR",100,city+state_fuzzy,False
394379,"Bemidji, MN",MN,13420,"Bemidji, MN",100,city+state_fuzzy,False
753889,"Hillsdale, MI",MI,25880,"Hillsdale, MI",100,city+state_fuzzy,False
394961,"Paragould, AR",AR,37500,"Paragould, AR",100,city+state_fuzzy,False
394558,"El Campo, TX",TX,20900,"El Campo, TX",100,city+state_fuzzy,False
394341,"Astoria, OR",OR,11820,"Astoria, OR",100,city+state_fuzzy,False
753866,"Big Stone Gap, VA",VA,,,50,unmatched,True
394981,"Pittsburg, KS",KS,38260,"Pittsburg, KS",100,city+state_fuzzy,False
394535,"Dixon, IL",IL,19940,"Dixon, IL",100,city+state_fuzzy,False
394419,"Brookings, SD",SD,15100,"Brookings, SD",100,city+state_fuzzy,False
753892,"Jackson, OH",OH,,,66,unmatched,True
394481,"Coffeyville, KS",KS,,,31,unmatched,True
394892,"Mountain Home, ID",ID,34300,"Mountain Home, ID",100,city+state_fuzzy,False
394435,"Camden, AR",AR,15780,"Camden, AR",100,city+state_fuzzy,False
394869,"Moberly, MO",MO,33620,"Moberly, MO",100,city+state_fuzzy,False
394511,"Cullman, AL",AL,18980,"Cullman, AL",100,city+state_fuzzy,False
394776,"Laurel, MS",MS,29860,"Laurel, MS",100,city+state_fuzzy,False
394704,"Indiana, PA",PA,26860,"Indiana, PA",100,city+state_fuzzy,False
394941,"Opelousas, LA",LA,36660,"Opelousas, LA",100,city+state_fuzzy,False
394638,"Grand Island, NE",NE,24260,"Grand Island, NE",100,city+state_fuzzy,False
394897,"Muskogee, OK",OK,34780,"Muskogee, OK",100,city+state_fuzzy,False
394827,"Marion, OH",OH,32020,"Marion, OH",100,city+state_fuzzy,False
394443,"Carlsbad, NM",NM,16100,"Carlsbad-Artesia, NM",100,city+state_fuzzy,False
394591,"Fergus Falls, MN",MN,22260,"Fergus Falls, MN",100,city+state_fuzzy,False
394923,"Norwalk, OH",OH,35940,"Norwalk, OH",100,city+state_fuzzy,False
394547,"Durango, CO",CO,20420,"Durango, CO",100,city+state_fuzzy,False
394503,"Corsicana, TX",TX,18620,"Corsicana, TX",100,city+state_fuzzy,False
394878,"Morgan City, LA",LA,34020,"Morgan City, LA",100,city+state_fuzzy,False
394478,"Clovis, NM",NM,17580,"Clovis, NM",100,city+state_fuzzy,False
394548,"Durant, OK",OK,20460,"Durant, OK",100,city+state_fuzzy,False
394695,"Huntingdon, PA",PA,26500,"Huntingdon, PA",100,city+state_fuzzy,False
395228,"Willmar, MN",MN,48820,"Willmar, MN",100,city+state_fuzzy,False
394349,"Auburn, IN",IN,12140,"Auburn, IN",100,city+state_fuzzy,False
394677,"Henderson, NC",NC,25780,"Henderson, NC",100,city+state_fuzzy,False
395230,"Wilmington, OH",OH,48940,"Wilmington, OH",100,city+state_fuzzy,False
394624,"Gainesville, TX",TX,23620,"Gainesville, TX",100,city+state_fuzzy,False
394690,"Houghton, MI",MI,26340,"Houghton, MI",100,city+state_fuzzy,False
394654,"Greenwood, MS",MS,24900,"Greenwood, MS",100,city+state_fuzzy,False
394526,"Defiance, OH",OH,19580,"Defiance, OH",100,city+state_fuzzy,False
394914,"Newberry, SC",SC,35140,"Newberry, SC",100,city+state_fuzzy,False
394550,"Dyersburg, TN",TN,20540,"Dyersburg, TN",100,city+state_fuzzy,False
394696,"Huntington, IN",IN,26540,"Huntington, IN",100,city+state_fuzzy,False
394413,"Brenham, TX",TX,14780,"Brenham, TX",100,city+state_fuzzy,False
394947,"Ottumwa, IA",IA,36900,"Ottumwa, IA",100,city+state_fuzzy,False
394777,"Laurinburg, NC",NC,29900,"Laurinburg, NC",100,city+state_fuzzy,False
394795,"Lincoln, IL",IL,30660,"Lincoln, IL",100,city+state_fuzzy,False
394812,"Macomb, IL",IL,31380,"Macomb, IL",100,city+state_fuzzy,False
395110,"Spearfish, SD",SD,43940,"Spearfish, SD",100,city+state_fuzzy,False
753921,"Steamboat Springs, CO",CO,44460,"Steamboat Springs, CO",100,city+state_fuzzy,False
394865,"Minneapolis, MN",MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",100,city+state_fuzzy,False
394982,"Pittsburgh, PA",PA,38300,"Pittsburgh, PA",100,city+state_fuzzy,False
394862,"Milwaukee, WI",WI,33340,"Milwaukee-Waukesha, WI",100,city+state_fuzzy,False
395167,"Tucson, AZ",AZ,46060,"Tucson, AZ",100,city+state_fuzzy,False
394619,"Fresno, CA",CA,23420,"Fresno, CA",100,city+state_fuzzy,False
394440,"Cape Coral, FL",FL,15980,"Cape Coral-Fort Myers, FL",100,city+state_fuzzy,False
394711,"Jackson, MS",MS,27140,"Jackson, MS",100,city+state_fuzzy,False
394645,"Greeley, CO",CO,24540,"Greeley, CO",100,city+state_fuzzy,False
395197,"Waco, TX",TX,47380,"Waco, TX",100,city+state_fuzzy,False
395240,"Yakima, WA",WA,49420,"Yakima, WA",100,city+state_fuzzy,False
394519,"Daphne, AL",AL,19300,"Daphne-Fairhope-Foley, AL",100,city+state_fuzzy,False
394429,"Burlington, VT",VT,15540,"Burlington-South Burlington, VT",100,city+state_fuzzy,False
394346,"Athens, GA",GA,12020,"Athens-Clarke County, GA",100,city+state_fuzzy,False
394651,"Greenville, NC",NC,24780,"Greenville, NC",100,city+state_fuzzy,False
394493,"Concord, NH",NH,18180,"Concord, NH",100,city+state_fuzzy,False
395139,"Sumter, SC",SC,44940,"Sumter, SC",100,city+state_fuzzy,False
394661,"Hammond, LA",LA,25220,"Hammond, LA",100,city+state_fuzzy,False
395120,"St. Joseph, MO",MO,41140,"St. Joseph, MO-KS",100,city+state_fuzzy,False
395213,"Watertown, NY",NY,48060,"Watertown-Fort Drum, NY",100,city+state_fuzzy,False
394374,"Beckley, WV",WV,13220,"Beckley, WV",100,city+state_fuzzy,False
394734,"Kankakee, IL",IL,28100,"Kankakee, IL",100,city+state_fuzzy,False
394762,"LaGrange, GA",GA,29300,"LaGrange, GA-AL",100,city+state_fuzzy,False
395056,"San Diego, CA",CA,41740,"San Diego-Chula Vista-Carlsbad, CA",100,city+state_fuzzy,False
395005,"Providence, RI",RI,39300,"Providence-Warwick, RI-MA",100,city+state_fuzzy,False
394952,"Oxnard, CA",CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",100,city+state_fuzzy,False
394648,"Greensboro, NC",NC,24660,"Greensboro-High Point, NC",100,city+state_fuzzy,False
395235,"Winston, NC",NC,49180,"Winston-Salem, NC",100,city+state_fuzzy,False
395244,"York, PA",PA,49620,"York-Hanover, PA",100,city+state_fuzzy,False
395179,"Utica, NY",NY,46540,"Utica-Rome, NY",100,city+state_fuzzy,False
394660,"Hagerstown, MD",MD,25180,"Hagerstown-Martinsburg, MD-WV",100,city+state_fuzzy,False
394378,"Bellingham, WA",WA,13380,"Bellingham, WA",100,city+state_fuzzy,False
394848,"Medford, OR",OR,32780,"Medford, OR",100,city+state_fuzzy,False
395247,"Yuma, AZ",AZ,49740,"Yuma, AZ",100,city+state_fuzzy,False
394680,"Hilo, HI",HI,25900,"Hilo-Kailua, HI",100,city+state_fuzzy,False
394392,"Blacksburg, VA",VA,13980,"Blacksburg-Christiansburg-Radford, VA",100,city+state_fuzzy,False
395215,"Wausau, WI",WI,48140,"Wausau, WI",100,city+state_fuzzy,False
394393,"Bloomington, IN",IN,14020,"Bloomington, IN",100,city+state_fuzzy,False
394703,"Idaho Falls, ID",ID,26820,"Idaho Falls, ID",100,city+state_fuzzy,False
394639,"Grand Junction, CO",CO,24300,"Grand Junction, CO",100,city+state_fuzzy,False
394442,"Carbondale, IL",IL,16060,"Carbondale, IL",100,city+state_fuzzy,False
394633,"Glens Falls, NY",NY,24020,"Glens Falls, NY",100,city+state_fuzzy,False
395089,"Sheboygan, WI",WI,43100,"Sheboygan, WI",100,city+state_fuzzy,False
753872,"California, MD",MD,,,52,unmatched,True
394518,"Danville, VA",VA,19260,"Danville, VA",100,city+state_fuzzy,False
394849,"Memphis, TN",TN,32820,"Memphis, TN-MS-AR",100,city+state_fuzzy,False
395022,"Richmond, VA",VA,40060,"Richmond, VA",100,city+state_fuzzy,False
394807,"Louisville, KY",KY,31140,"Louisville/Jefferson County, KY-IN",96,city+state_fuzzy,False
394399,"Boise City, ID",ID,14260,"Boise City, ID",100,city+state_fuzzy,False
394816,"Madison, WI",WI,31540,"Madison, WI",100,city+state_fuzzy,False
394528,"Deltona, FL",FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",100,city+state_fuzzy,False
395075,"Scranton, PA",PA,42540,"Scranton--Wilkes-Barre, PA",100,city+state_fuzzy,False
395245,"Youngstown, OH",OH,49660,"Youngstown-Warren, OH",100,city+state_fuzzy,False
394746,"Killeen, TX",TX,28660,"Killeen-Temple, TX",100,city+state_fuzzy,False
394372,"Beaumont, TX",TX,13140,"Beaumont-Port Arthur, TX",100,city+state_fuzzy,False
394679,"Hickory, NC",NC,25860,"Hickory-Lenoir-Morganton, NC",100,city+state_fuzzy,False
394813,"Macon, GA",GA,31420,"Macon-Bibb County, GA",100,city+state_fuzzy,False
394454,"Champaign, IL",IL,16580,"Champaign-Urbana, IL",100,city+state_fuzzy,False
394726,"Johnson City, TN",TN,27740,"Johnson City, TN",100,city+state_fuzzy,False
394720,"Janesville, WI",WI,27500,"Janesville-Beloit, WI",100,city+state_fuzzy,False
394930,"Odessa, TX",TX,36220,"Odessa, TX",100,city+state_fuzzy,False
395125,"State College, PA",PA,44300,"State College, PA",100,city+state_fuzzy,False
394598,"Florence, AL",AL,22520,"Florence-Muscle Shoals, AL",100,city+state_fuzzy,False
394800,"Logan, UT",UT,30860,"Logan, UT-ID",100,city+state_fuzzy,False
394756,"La Crosse, WI",WI,29100,"La Crosse-Onalaska, WI-MN",100,city+state_fuzzy,False
395094,"Sherman, TX",TX,43300,"Sherman-Denison, TX",100,city+state_fuzzy,False
395217,"Weirton, WV",OH,48260,"Weirton-Steubenville, WV-OH",100,city+state_fuzzy,False
394404,"Boston, MA",MA,14460,"Boston-Cambridge-Newton, MA-NH",100,city+state_fuzzy,False
395055,"San Antonio, TX",TX,41700,"San Antonio-New Braunfels, TX",100,city+state_fuzzy,False
394902,"Nashville, TN",TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",100,city+state_fuzzy,False
394312,"Albuquerque, NM",NM,10740,"Albuquerque, NM",100,city+state_fuzzy,False
395115,"Springfield, MA",MA,44140,"Springfield, MA",100,city+state_fuzzy,False
395160,"Toledo, OH",OH,45780,"Toledo, OH",100,city+state_fuzzy,False
394871,"Modesto, CA",CA,33700,"Modesto, CA",100,city+state_fuzzy,False
394590,"Fayetteville, AR",AR,22220,"Fayetteville-Springdale-Rogers, AR",100,city+state_fuzzy,False
395183,"Vallejo, CA",CA,46700,"Vallejo, CA",100,city+state_fuzzy,False
394697,"Huntington, WV",OH,26580,"Huntington-Ashland, WV-KY-OH",100,city+state_fuzzy,False
394622,"Gainesville, FL",FL,23540,"Gainesville, FL",100,city+state_fuzzy,False
394808,"Lubbock, TX",TX,31180,"Lubbock, TX",100,city+state_fuzzy,False
753895,"Lafayette, IN",IN,29200,"Lafayette-West Lafayette, IN",100,city+state_fuzzy,False
394716,"Jacksonville, NC",NC,27340,"Jacksonville, NC",100,city+state_fuzzy,False
395011,"Racine, WI",WI,39540,"Racine-Mount Pleasant, WI",100,city+state_fuzzy,False
753869,"Bloomington, IL",IL,14010,"Bloomington, IL",100,city+state_fuzzy,False
394944,"Oshkosh, WI",WI,36780,"Oshkosh-Neenah, WI",100,city+state_fuzzy,False
394731,"Kahului, HI",HI,27980,"Kahului-Wailuku, HI",100,city+state_fuzzy,False
394802,"London, KY",KY,,,53,unmatched,True
394821,"Manhattan, KS",KS,31740,"Manhattan, KS",100,city+state_fuzzy,False
394325,"Ames, IA",IA,11180,"Ames, IA",100,city+state_fuzzy,False
394810,"Lumberton, NC",NC,31300,"Lumberton, NC",100,city+state_fuzzy,False
394635,"Goldsboro, NC",NC,24140,"Goldsboro, NC",100,city+state_fuzzy,False
395039,"Roseburg, OR",OR,40700,"Roseburg, OR",100,city+state_fuzzy,False
394358,"Baltimore, MD",MD,12580,"Baltimore-Columbia-Towson, MD",100,city+state_fuzzy,False
394355,"Austin, TX",TX,12420,"Austin-Round Rock-San Marcos, TX",100,city+state_fuzzy,False
394910,"New Orleans, LA",LA,35380,"New Orleans-Metairie, LA",100,city+state_fuzzy,False
394338,"Asheville, NC",NC,11700,"Asheville, NC",100,city+state_fuzzy,False
394502,"Corpus Christi, TX",TX,18580,"Corpus Christi, TX",100,city+state_fuzzy,False
395096,"Shreveport, LA",LA,43340,"Shreveport-Bossier City, LA",100,city+state_fuzzy,False
394332,"Ann Arbor, MI",MI,11460,"Ann Arbor, MI",100,city+state_fuzzy,False
394602,"Fort Collins, CO",CO,22660,"Fort Collins-Loveland, CO",100,city+state_fuzzy,False
395033,"Rockford, IL",IL,40420,"Rockford, IL",100,city+state_fuzzy,False
395028,"Roanoke, VA",VA,40220,"Roanoke, VA",100,city+state_fuzzy,False
394811,"Lynchburg, VA",VA,31340,"Lynchburg, VA",100,city+state_fuzzy,False
394455,"Charleston, WV",WV,16620,"Charleston, WV",100,city+state_fuzzy,False
394387,"Binghamton, NY",NY,13780,"Binghamton, NY",100,city+state_fuzzy,False
395047,"Saginaw, MI",MI,40980,"Saginaw, MI",100,city+state_fuzzy,False
395202,"Warner Robins, GA",GA,47580,"Warner Robins, GA",100,city+state_fuzzy,False
394748,"Kingston, NY",NY,28740,"Kingston, NY",100,city+state_fuzzy,False
395246,"Yuba City, CA",CA,49700,"Yuba City, CA",100,city+state_fuzzy,False
395119,"St. George, UT",UT,41100,"St. George, UT",100,city+state_fuzzy,False
395210,"Waterloo, IA",IA,47940,"Waterloo-Cedar Falls, IA",100,city+state_fuzzy,False
394880,"Morristown, TN",TN,34100,"Morristown, TN",100,city+state_fuzzy,False
395013,"Rapid City, SD",SD,39660,"Rapid City, SD",100,city+state_fuzzy,False
395117,"Springfield, OH",OH,44220,"Springfield, OH",100,city+state_fuzzy,False
394368,"Battle Creek, MI",MI,12980,"Battle Creek, MI",100,city+state_fuzzy,False
394390,"Bismarck, ND",ND,13900,"Bismarck, ND",100,city+state_fuzzy,False
394321,"Altoona, PA",PA,11020,"Altoona, PA",100,city+state_fuzzy,False
394778,"Lawrence, KS",KS,29940,"Lawrence, KS",100,city+state_fuzzy,False
394396,"Bluefield, WV",VA,14140,"Bluefield, WV-VA",100,city+state_fuzzy,False
395023,"Richmond, KY",KY,40080,"Richmond-Berea, KY",100,city+state_fuzzy,False
753915,"Salem, OH",OH,41400,"Salem, OH",100,city+state_fuzzy,False
395166,"Truckee, CA",CA,46020,"Truckee-Grass Valley, CA",100,city+state_fuzzy,False
395090,"Shelby, NC",NC,43140,"Shelby-Kings Mountain, NC",100,city+state_fuzzy,False
394458,"Charlotte, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC",100,city+state_fuzzy,False
394466,"Cincinnati, OH",OH,17140,"Cincinnati, OH-KY-IN",100,city+state_fuzzy,False
394935,"Oklahoma City, OK",OK,36420,"Oklahoma City, OK",100,city+state_fuzzy,False
395012,"Raleigh, NC",NC,39580,"Raleigh-Cary, NC",100,city+state_fuzzy,False
394653,"Greenville, SC",SC,24860,"Greenville-Anderson-Greer, SC",100,city+state_fuzzy,False
394798,"Little Rock, AR",AR,30780,"Little Rock-North Little Rock-Conway, AR",100,city+state_fuzzy,False
394531,"Des Moines, IA",IA,19780,"Des Moines-West Des Moines, IA",100,city+state_fuzzy,False
395019,"Reno, NV",NV,39900,"Reno, NV",100,city+state_fuzzy,False
395116,"Springfield, MO",MO,44180,"Springfield, MO",100,city+state_fuzzy,False
394972,"Peoria, IL",IL,37900,"Peoria, IL",100,city+state_fuzzy,False
394520,"Davenport, IA",IL,19340,"Davenport-Moline-Rock Island, IA-IL",100,city+state_fuzzy,False
394576,"Eugene, OR",OR,21660,"Eugene-Springfield, OR",100,city+state_fuzzy,False
394927,"Ocala, FL",FL,36100,"Ocala, FL",100,city+state_fuzzy,False
394937,"Olympia, WA",WA,36500,"Olympia-Lacey-Tumwater, WA",100,city+state_fuzzy,False
394803,"Longview, TX",TX,30980,"Longview, TX",100,city+state_fuzzy,False
395065,"Santa Cruz, CA",CA,42100,"Santa Cruz-Watsonville, CA",100,city+state_fuzzy,False
394732,"Kalamazoo, MI",MI,28020,"Kalamazoo-Portage, MI",100,city+state_fuzzy,False
394334,"Appleton, WI",WI,11540,"Appleton, WI",100,city+state_fuzzy,False
395174,"Tyler, TX",TX,46340,"Tyler, TX",100,city+state_fuzzy,False
394597,"Florence, SC",SC,22500,"Florence, SC",100,city+state_fuzzy,False
394896,"Muskegon, MI",MI,34740,"Muskegon-Norton Shores, MI",100,city+state_fuzzy,False
394523,"Decatur, AL",AL,19460,"Decatur, AL",100,city+state_fuzzy,False
395163,"Traverse City, MI",MI,45900,"Traverse City, MI",100,city+state_fuzzy,False
394537,"Dothan, AL",AL,20020,"Dothan, AL",100,city+state_fuzzy,False
394890,"Mount Vernon, WA",WA,34580,"Mount Vernon-Anacortes, WA",100,city+state_fuzzy,False
394407,"Bozeman, MT",MT,14580,"Bozeman, MT",100,city+state_fuzzy,False
394852,"Meridian, MS",MS,32940,"Meridian, MS",100,city+state_fuzzy,False
394514,"Dallas, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX",100,city+state_fuzzy,False
394856,"Miami, FL",FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",100,city+state_fuzzy,False
394998,"Portland, OR",OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",100,city+state_fuzzy,False
394843,"McAllen, TX",TX,32580,"McAllen-Edinburg-Mission, TX",100,city+state_fuzzy,False
394318,"Allentown, PA",PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",100,city+state_fuzzy,False
394484,"Colorado Springs, CO",CO,17820,"Colorado Springs, CO",100,city+state_fuzzy,False
395006,"Provo, UT",UT,39340,"Provo-Orem-Lehi, UT",100,city+state_fuzzy,False
394460,"Chattanooga, TN",TN,16860,"Chattanooga, TN-GA",100,city+state_fuzzy,False
394698,"Huntsville, AL",AL,26620,"Huntsville, AL",100,city+state_fuzzy,False
395048,"Salem, OR",OR,41420,"Salem, OR",100,city+state_fuzzy,False
394658,"Gulfport, MS",MS,25060,"Gulfport-Biloxi, MS",100,city+state_fuzzy,False
395070,"Savannah, GA",GA,42340,"Savannah, GA",100,city+state_fuzzy,False
395164,"Trenton, NJ",NJ,45940,"Trenton-Princeton, NJ",100,city+state_fuzzy,False
394796,"Lincoln, NE",NE,30700,"Lincoln, NE",100,city+state_fuzzy,False
394585,"Fargo, ND",ND,22020,"Fargo, ND-MN",100,city+state_fuzzy,False
394773,"Las Cruces, NM",NM,29740,"Las Cruces, NM",100,city+state_fuzzy,False
394485,"Columbia, MO",MO,17860,"Columbia, MO",100,city+state_fuzzy,False
395009,"Punta Gorda, FL",FL,39460,"Punta Gorda, FL",100,city+state_fuzzy,False
394386,"Billings, MT",MT,13740,"Billings, MT",100,city+state_fuzzy,False
394707,"Iowa City, IA",IA,26980,"Iowa City, IA",100,city+state_fuzzy,False
394428,"Burlington, NC",NC,15500,"Burlington, NC",100,city+state_fuzzy,False
394453,"Chambersburg, PA",PA,16540,"Chambersburg, PA",100,city+state_fuzzy,False
394728,"Jonesboro, AR",AR,27860,"Jonesboro, AR",100,city+state_fuzzy,False
394983,"Pittsfield, MA",MA,38340,"Pittsfield, MA",100,city+state_fuzzy,False
395098,"Sierra Vista, AZ",AZ,43420,"Sierra Vista-Douglas, AZ",100,city+state_fuzzy,False
395225,"Williamsport, PA",PA,48700,"Williamsport, PA",100,city+state_fuzzy,False
394893,"Muncie, IN",IN,34620,"Muncie, IN",100,city+state_fuzzy,False
394630,"Gettysburg, PA",PA,23900,"Gettysburg, PA",100,city+state_fuzzy,False
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",100,city+state_fuzzy,False
395148,"Tampa, FL",FL,45300,"Tampa-St. Petersburg-Clearwater, FL",100,city+state_fuzzy,False
394457,"Charleston, SC",SC,16700,"Charleston-North Charleston, SC",100,city+state_fuzzy,False
395134,"Stockton, CA",CA,44700,"Stockton-Lodi, CA",100,city+state_fuzzy,False
395224,"Wichita, KS",KS,48620,"Wichita, KS",100,city+state_fuzzy,False
394898,"Myrtle Beach, SC",SC,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",100,city+state_fuzzy,False
395195,"Visalia, CA",CA,47300,"Visalia, CA",100,city+state_fuzzy,False
395015,"Reading, PA",PA,39740,"Reading, PA",100,city+state_fuzzy,False
394421,"Brownsville, TX",TX,15180,"Brownsville-Harlingen, TX",100,city+state_fuzzy,False
395051,"Salisbury, MD",DE,41540,"Salisbury, MD",37,manual,False
394439,"Canton, OH",OH,15940,"Canton-Massillon, OH",100,city+state_fuzzy,False
